claim_id,customer_id,claim_date,vehicle_type,damage_category,fault_type,description,estimated_cost_eur,actual_cost_eur,repair_duration_days,status
CLM-001745,CUST-019,2023-03-04,LKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,2375.12,2748.1,2.0,abgeschlossen
CLM-001746,CUST-008,2025-10-16,LKW,Karosserie,Naturereignis,Kratzer an der hinteren Stoßstange,2339.7,1869.05,6.0,abgeschlossen
CLM-001747,CUST-013,2026-01-22,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",4012.72,3889.4,5.0,abgeschlossen
CLM-001748,CUST-010,2024-08-16,PKW,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,2810.44,3488.14,1.0,storniert
CLM-001749,CUST-004,2024-09-10,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2738.37,2857.15,5.0,abgeschlossen
CLM-001750,CUST-023,2025-09-16,PKW,Glas,Vandalismus,Riss in der Frontscheibe breitet sich aus,480.68,464.84,1.0,abgeschlossen
CLM-001751,CUST-002,2024-05-16,Transporter,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",3752.44,2876.97,3.0,storniert
CLM-001752,CUST-026,2025-04-11,PKW,Motor,Eigenverschulden,"Turbolader defekt, Leistungsverlust",5823.03,5911.07,7.0,abgeschlossen
CLM-001753,CUST-011,2024-09-01,LKW,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",2824.37,3263.77,,storniert
CLM-001754,CUST-013,2025-07-17,Transporter,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,3270.24,3995.29,5.0,abgeschlossen
CLM-001755,CUST-013,2023-05-30,PKW,Elektronik,Teilschuld,Infotainment-System reagiert nicht,1044.55,1065.85,4.0,abgeschlossen
CLM-001756,CUST-026,2023-05-03,Transporter,Karosserie,Vandalismus,"Beule an der Beifahrertür, Ursache unbekannt",2886.01,2423.13,4.0,abgeschlossen
CLM-001757,CUST-013,2023-11-20,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,1398.01,1885.5,1.0,abgeschlossen
CLM-001758,CUST-012,2025-06-19,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1702.13,1831.07,1.0,storniert
CLM-001759,CUST-002,2025-05-01,Transporter,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,5494.0,4905.93,12.0,abgeschlossen
CLM-001760,CUST-012,2025-09-18,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,1113.23,995.38,4.0,abgeschlossen
CLM-001761,CUST-002,2025-08-09,PKW,Fahrwerk,Eigenverschulden,,1030.41,1293.8,8.0,abgeschlossen
CLM-001762,CUST-016,2024-02-22,PKW,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,2611.93,2476.4,6.0,abgeschlossen
CLM-001763,CUST-012,2024-11-27,LKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,4315.53,3589.39,4.0,abgeschlossen
CLM-001764,CUST-013,2023-10-22,LKW,Interieur,Teilschuld,Lenkrad Lederbezug beschädigt,699.69,706.83,1.0,abgeschlossen
CLM-001765,CUST-002,2024-10-02,Motorrad,Glas,Naturereignis,Seitenscheibe hinten rechts gesprungen,1449.59,1558.68,1.0,abgeschlossen
CLM-001766,CUST-002,2024-10-15,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,1943.61,1966.38,1.0,abgeschlossen
CLM-001767,CUST-014,2024-12-08,LKW,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,3379.61,3481.84,4.0,abgeschlossen
CLM-001768,CUST-002,2025-03-27,Motorrad,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,517.84,521.42,3.0,abgeschlossen
CLM-001769,CUST-002,2023-09-25,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,506.64,512.8,1.0,abgeschlossen
CLM-001770,CUST-001,2025-01-28,PKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,1349.94,1864.14,3.0,storniert
CLM-001771,CUST-028,2025-11-20,LKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2712.03,2140.78,5.0,abgeschlossen
CLM-001772,CUST-016,2026-02-24,LKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2587.14,2788.69,2.0,in_bearbeitung
CLM-001773,CUST-008,2023-08-06,Transporter,Karosserie,Teilschuld,,6387.39,5822.63,4.0,abgeschlossen
CLM-001774,CUST-007,2024-10-15,PKW,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,2387.35,2679.86,3.0,abgeschlossen
CLM-001775,CUST-008,2024-05-10,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,1387.28,1296.52,1.0,abgeschlossen
CLM-001776,CUST-019,2025-08-13,Motorrad,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2432.29,2406.88,1.0,abgeschlossen
CLM-001777,CUST-013,2023-09-08,LKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,1223.21,1097.78,1.0,abgeschlossen
CLM-001778,CUST-002,2024-07-01,LKW,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1497.08,1493.88,5.0,abgeschlossen
CLM-001779,CUST-002,2025-07-09,Transporter,Glas,Teilschuld,Steinschlag in der Windschutzscheibe,933.98,947.69,1.0,storniert
CLM-001780,CUST-002,2024-05-22,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,2134.83,2405.05,3.0,abgeschlossen
CLM-001781,CUST-013,2023-10-16,Transporter,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,3366.79,3595.86,3.0,abgeschlossen
CLM-001782,CUST-018,2023-07-18,PKW,Fahrwerk,Naturereignis,Schleifgeräusche beim Lenken,936.9,943.96,5.0,abgeschlossen
CLM-001783,CUST-004,2023-04-14,PKW,Karosserie,Vandalismus,,,3900.73,6.0,abgeschlossen
CLM-001784,CUST-002,2024-08-17,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,3725.58,3357.28,7.0,abgeschlossen
CLM-001785,CUST-002,2025-02-25,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,1288.31,1391.97,3.0,abgeschlossen
CLM-001786,CUST-029,2025-05-06,PKW,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,4639.39,4355.84,3.0,storniert
CLM-001787,CUST-007,2024-05-23,PKW,Interieur,Vandalismus,Armaturenbrett hat Riss durch Sonneneinstrahlung,1616.56,1646.5,1.0,abgeschlossen
CLM-001788,CUST-018,2023-11-24,PKW,Interieur,Eigenverschulden,Sitzheizung defekt,964.81,934.22,5.0,abgeschlossen
CLM-001789,CUST-012,2024-11-01,Transporter,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2493.51,2615.28,1.0,abgeschlossen
CLM-001790,CUST-009,2024-10-02,Motorrad,Fahrwerk,Fremdverschulden,Stoßdämpfer vorne links defekt,6000.0,5233.0,6.0,abgeschlossen
CLM-001791,CUST-003,2024-01-24,LKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,1330.25,1224.65,3.0,abgeschlossen
CLM-001792,CUST-002,2023-11-23,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,1111.53,1109.72,1.0,abgeschlossen
CLM-001793,CUST-012,2025-10-17,PKW,Motor,Naturereignis,Ölverlust unter dem Fahrzeug festgestellt,5641.07,8110.31,9.0,abgeschlossen
CLM-001794,CUST-019,2025-11-20,Transporter,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,1565.67,1300.25,3.0,abgeschlossen
CLM-001795,CUST-013,2025-08-14,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,3171.32,2184.42,7.0,abgeschlossen
CLM-001796,CUST-012,2025-10-18,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,2642.34,2648.69,2.0,abgeschlossen
CLM-001797,CUST-002,2024-09-23,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",4116.25,4717.4,2.0,abgeschlossen
CLM-001798,CUST-029,2025-10-15,PKW,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,2150.84,2102.25,2.0,abgeschlossen
CLM-001799,CUST-020,2023-02-17,LKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1408.99,1170.58,3.0,abgeschlossen
CLM-001800,CUST-006,2023-07-04,LKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,1198.73,969.73,1.0,abgeschlossen
CLM-001801,CUST-029,2025-03-16,PKW,Elektronik,Eigenverschulden,,1395.25,1186.97,1.0,abgeschlossen
CLM-001802,CUST-012,2025-11-01,PKW,Karosserie,Teilschuld,Hagelschaden auf Motorhaube und Dach,3641.82,4625.89,1.0,abgeschlossen
CLM-001803,CUST-012,2025-07-25,LKW,Interieur,Eigenverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,535.54,386.69,2.0,abgeschlossen
CLM-001804,CUST-017,2024-05-08,PKW,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,2599.19,2605.31,7.0,abgeschlossen
CLM-001805,CUST-021,2024-03-16,PKW,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",,5481.79,7.0,abgeschlossen
CLM-001806,CUST-013,2024-12-23,Transporter,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,2502.58,2640.54,5.0,abgeschlossen
CLM-001807,CUST-002,2023-04-10,LKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4654.61,3289.61,5.0,abgeschlossen
CLM-001808,CUST-008,2023-04-14,LKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,,1473.27,3.0,abgeschlossen
CLM-001809,CUST-026,2024-07-30,PKW,Fahrwerk,Teilschuld,Schleifgeräusche beim Lenken,1305.97,1645.1,5.0,abgeschlossen
CLM-001810,CUST-003,2025-10-10,PKW,Motor,Vandalismus,Ungewöhnliche Geräusche aus dem Motorraum,3833.17,3809.43,7.0,abgeschlossen
CLM-001811,CUST-008,2025-08-21,PKW,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,3653.39,3329.36,3.0,abgeschlossen
CLM-001812,CUST-010,2024-08-08,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,1098.95,1028.29,1.0,abgeschlossen
CLM-001813,CUST-010,2026-01-04,LKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2872.28,2727.13,2.0,wartend_auf_teile
CLM-001814,CUST-012,2023-01-17,Motorrad,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,,2063.59,4.0,abgeschlossen
CLM-001815,CUST-027,2023-08-09,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2344.93,2165.49,3.0,abgeschlossen
CLM-001816,CUST-003,2025-06-01,Transporter,Elektronik,Teilschuld,Klimaanlage funktioniert nicht mehr,1849.86,2063.73,3.0,abgeschlossen
CLM-001817,CUST-002,2023-10-02,PKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,8000.0,8992.68,6.0,storniert
CLM-001818,CUST-003,2024-06-25,Transporter,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4940.98,4565.98,6.0,abgeschlossen
CLM-001819,CUST-026,2025-01-19,Transporter,Motor,Naturereignis,Zahnriemen gerissen bei Autobahnfahrt,3153.34,3182.82,8.0,abgeschlossen
CLM-001820,CUST-013,2025-04-05,PKW,Elektronik,Naturereignis,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1811.16,1518.16,2.0,abgeschlossen
CLM-001821,CUST-006,2025-01-19,PKW,Motor,Vandalismus,"Motor springt nicht an, Fehlermeldung im Display",4824.71,5113.7,4.0,abgeschlossen
CLM-001822,CUST-021,2023-04-03,LKW,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,1037.79,1116.29,1.0,abgeschlossen
CLM-001823,CUST-024,2025-03-31,LKW,Fahrwerk,Naturereignis,Stoßdämpfer vorne links defekt,2390.3,2208.51,3.0,storniert
CLM-001824,CUST-023,2023-04-15,PKW,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,2139.76,1754.94,1.0,abgeschlossen
CLM-001825,CUST-026,2026-02-24,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,6753.3,6766.93,8.0,in_bearbeitung
CLM-001826,CUST-004,2024-02-03,Transporter,Karosserie,Naturereignis,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2472.47,2128.01,3.0,abgeschlossen
CLM-001827,CUST-018,2025-01-12,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",8000.0,6712.01,6.0,abgeschlossen
CLM-001828,CUST-011,2026-02-07,Transporter,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,4250.23,4515.34,9.0,abgeschlossen
CLM-001829,CUST-023,2024-08-14,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3735.01,4271.69,3.0,abgeschlossen
CLM-001830,CUST-015,2023-05-31,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,5102.55,5489.95,5.0,abgeschlossen
CLM-001831,CUST-019,2025-03-02,Motorrad,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,1631.71,1568.82,3.0,abgeschlossen
CLM-001832,CUST-013,2025-10-29,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,2002.31,2623.49,2.0,storniert
CLM-001833,CUST-002,2025-07-11,Motorrad,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,1375.39,1623.49,1.0,abgeschlossen
CLM-001834,CUST-012,2026-01-31,Transporter,Motor,Fremdverschulden,"Turbolader defekt, Leistungsverlust",5762.4,6486.59,10.0,abgeschlossen
CLM-001835,CUST-029,2024-07-26,PKW,Karosserie,Naturereignis,Lackschaden durch Vandalismus am vorderen Kotflügel,2629.11,2296.88,3.0,abgeschlossen
CLM-001836,CUST-027,2023-09-01,PKW,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,2498.83,2744.13,4.0,abgeschlossen
CLM-001837,CUST-002,2023-09-21,PKW,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",4498.17,4489.19,1.0,abgeschlossen
CLM-001838,CUST-002,2023-07-18,PKW,Motor,Teilschuld,Ölverlust unter dem Fahrzeug festgestellt,3901.99,2989.63,8.0,abgeschlossen
CLM-001839,CUST-002,2025-03-17,PKW,Motor,Vandalismus,"Motor springt nicht an, Fehlermeldung im Display",7933.42,8437.85,9.0,abgeschlossen
CLM-001840,CUST-015,2025-02-03,Transporter,Karosserie,Naturereignis,Lackschaden durch Vandalismus am vorderen Kotflügel,1707.02,1569.12,3.0,abgeschlossen
CLM-001841,CUST-021,2024-11-25,PKW,Motor,Fremdverschulden,Ölverlust unter dem Fahrzeug festgestellt,4170.43,3242.73,5.0,abgeschlossen
CLM-001842,CUST-003,2026-02-16,PKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,1838.23,1525.59,4.0,wartend_auf_teile
CLM-001843,CUST-012,2025-01-18,Motorrad,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,2251.07,2001.64,8.0,abgeschlossen
CLM-001844,CUST-023,2023-10-23,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,,1598.57,1.0,abgeschlossen
CLM-001845,CUST-016,2024-02-12,Motorrad,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,3211.23,2835.99,4.0,abgeschlossen
CLM-001846,CUST-012,2025-11-08,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,3170.39,3368.92,2.0,abgeschlossen
CLM-001847,CUST-012,2025-04-02,Transporter,Karosserie,Teilschuld,Hagelschaden auf Motorhaube und Dach,5018.78,4402.52,4.0,abgeschlossen
CLM-001848,CUST-012,2025-10-21,LKW,Motor,Fremdverschulden,"Turbolader defekt, Leistungsverlust",,8345.23,7.0,abgeschlossen
CLM-001849,CUST-007,2023-03-24,Transporter,Motor,Vandalismus,Kühlmittelverlust und Überhitzung,2700.58,2993.92,5.0,abgeschlossen
CLM-001850,CUST-012,2023-04-03,PKW,Glas,Teilschuld,Heckscheibe durch Vandalismus eingeschlagen,1652.48,2293.95,1.0,abgeschlossen
CLM-001851,CUST-013,2023-03-21,Transporter,Karosserie,Eigenverschulden,,1518.59,1677.8,1.0,abgeschlossen
CLM-001852,CUST-025,2023-10-08,PKW,Karosserie,Vandalismus,Heckschaden durch Rückwärtsfahrt gegen Poller,2254.08,2518.94,5.0,abgeschlossen
CLM-001853,CUST-013,2024-11-13,PKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,1326.31,1075.09,1.0,abgeschlossen
CLM-001854,CUST-018,2025-08-28,LKW,Glas,Teilschuld,Heckscheibe durch Vandalismus eingeschlagen,587.99,594.95,2.0,abgeschlossen
CLM-001855,CUST-002,2025-11-29,PKW,Interieur,Teilschuld,Armaturenbrett hat Riss durch Sonneneinstrahlung,745.11,818.77,1.0,storniert
CLM-001856,CUST-012,2025-07-24,Motorrad,Interieur,Naturereignis,Mittelkonsole gebrochen,1715.6,1869.9,1.0,abgeschlossen
CLM-001857,CUST-001,2023-11-02,PKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,3856.57,4097.12,3.0,abgeschlossen
CLM-001858,CUST-004,2025-11-21,Transporter,Elektronik,Vandalismus,Infotainment-System reagiert nicht,934.2,1125.25,1.0,abgeschlossen
CLM-001859,CUST-015,2023-10-14,PKW,Karosserie,Teilschuld,Heckschaden durch Rückwärtsfahrt gegen Poller,2044.32,2323.5,3.0,abgeschlossen
CLM-001860,CUST-029,2024-11-02,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,11568.26,12360.72,6.0,abgeschlossen
CLM-001861,CUST-002,2024-10-14,PKW,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,812.45,700.55,3.0,abgeschlossen
CLM-001862,CUST-009,2023-11-29,PKW,Fahrwerk,Eigenverschulden,Federbein gebrochen,,3902.48,2.0,abgeschlossen
CLM-001863,CUST-020,2025-03-15,Transporter,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2878.96,3206.65,3.0,abgeschlossen
CLM-001864,CUST-003,2024-09-04,LKW,Elektronik,Eigenverschulden,,2431.59,2533.28,3.0,abgeschlossen
CLM-001865,CUST-012,2024-11-19,PKW,Motor,Naturereignis,,4744.87,4522.33,4.0,abgeschlossen
CLM-001866,CUST-016,2025-11-04,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,,4601.4,4.0,abgeschlossen
CLM-001867,CUST-012,2025-11-09,Motorrad,Motor,Fremdverschulden,,4630.88,5382.55,3.0,storniert
CLM-001868,CUST-002,2025-12-26,LKW,Fahrwerk,Naturereignis,Stoßdämpfer vorne links defekt,1937.54,1690.02,4.0,abgeschlossen
CLM-001869,CUST-008,2025-09-30,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1892.99,1615.08,7.0,abgeschlossen
CLM-001870,CUST-019,2026-02-26,PKW,Motor,Fremdverschulden,Ölverlust unter dem Fahrzeug festgestellt,4596.03,5446.57,12.0,wartend_auf_teile
CLM-001871,CUST-012,2024-09-05,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,1849.83,1902.13,3.0,abgeschlossen
CLM-001872,CUST-001,2025-08-30,LKW,Interieur,Vandalismus,Mittelkonsole gebrochen,739.32,710.45,2.0,storniert
CLM-001873,CUST-018,2023-02-04,PKW,Interieur,Vandalismus,Mittelkonsole gebrochen,482.53,466.57,1.0,abgeschlossen
CLM-001874,CUST-002,2025-01-24,PKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,931.89,1007.41,4.0,abgeschlossen
CLM-001875,CUST-017,2024-11-09,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,2310.76,1895.38,5.0,abgeschlossen
CLM-001876,CUST-003,2023-08-13,LKW,Motor,Naturereignis,Ungewöhnliche Geräusche aus dem Motorraum,9056.63,9342.33,7.0,abgeschlossen
CLM-001877,CUST-028,2025-05-03,Transporter,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,,3050.97,6.0,abgeschlossen
CLM-001878,CUST-008,2024-09-22,PKW,Interieur,Fremdverschulden,Lenkrad Lederbezug beschädigt,792.5,818.39,1.0,abgeschlossen
CLM-001879,CUST-008,2023-02-24,PKW,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,1099.32,811.26,,abgeschlossen
CLM-001880,CUST-002,2025-08-29,Transporter,Elektronik,Naturereignis,Klimaanlage funktioniert nicht mehr,1311.28,1261.13,3.0,abgeschlossen
CLM-001881,CUST-008,2024-06-27,PKW,Motor,Naturereignis,Kühlmittelverlust und Überhitzung,5986.36,7057.9,5.0,abgeschlossen
CLM-001882,CUST-025,2024-04-11,Transporter,Motor,Eigenverschulden,"Turbolader defekt, Leistungsverlust",,3313.14,8.0,abgeschlossen
CLM-001883,CUST-030,2023-04-16,PKW,Fahrwerk,Fremdverschulden,Achsvermessung nötig nach Bordsteinberührung,1599.47,1407.17,1.0,abgeschlossen
CLM-001884,CUST-008,2025-09-10,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,728.55,812.79,1.0,abgeschlossen
CLM-001885,CUST-010,2023-12-16,Transporter,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,1633.5,1738.33,1.0,abgeschlossen
CLM-001886,CUST-015,2025-12-09,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,733.03,671.31,3.0,abgeschlossen
CLM-001887,CUST-026,2025-02-17,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2346.44,2935.93,2.0,storniert
CLM-001888,CUST-012,2023-10-30,Transporter,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,755.4,505.98,1.0,abgeschlossen
CLM-001889,CUST-009,2024-05-11,PKW,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,319.01,320.64,1.0,abgeschlossen
CLM-001890,CUST-010,2023-03-06,PKW,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,7158.38,7561.53,7.0,abgeschlossen
CLM-001891,CUST-013,2023-08-14,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3008.46,3532.95,1.0,abgeschlossen
CLM-001892,CUST-001,2024-01-26,PKW,Motor,Fremdverschulden,Kühlmittelverlust und Überhitzung,4021.29,4561.09,4.0,abgeschlossen
CLM-001893,CUST-012,2023-02-08,LKW,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",1223.4,1057.33,7.0,abgeschlossen
CLM-001894,CUST-008,2025-06-22,PKW,Interieur,Fremdverschulden,Mittelkonsole gebrochen,415.94,398.79,1.0,abgeschlossen
CLM-001895,CUST-020,2024-10-04,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2703.41,2749.68,3.0,abgeschlossen
CLM-001896,CUST-002,2025-05-07,PKW,Glas,Teilschuld,Heckscheibe durch Vandalismus eingeschlagen,893.9,769.53,1.0,abgeschlossen
CLM-001897,CUST-012,2023-11-07,Motorrad,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2515.63,1950.58,2.0,storniert
CLM-001898,CUST-012,2025-04-25,Transporter,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",10412.55,9938.32,9.0,abgeschlossen
CLM-001899,CUST-013,2024-02-22,PKW,Elektronik,Teilschuld,Batterie entlädt sich über Nacht,1344.39,1664.81,4.0,abgeschlossen
CLM-001900,CUST-002,2025-04-20,LKW,Elektronik,Vandalismus,Infotainment-System reagiert nicht,922.43,766.69,1.0,abgeschlossen
CLM-001901,CUST-012,2025-10-24,PKW,Interieur,Fremdverschulden,Lenkrad Lederbezug beschädigt,593.46,587.42,1.0,storniert
CLM-001902,CUST-012,2025-08-23,LKW,Motor,Naturereignis,Ungewöhnliche Geräusche aus dem Motorraum,6535.27,7260.37,9.0,storniert
CLM-001903,CUST-012,2023-05-08,PKW,Karosserie,Naturereignis,Kratzer an der hinteren Stoßstange,8000.0,5300.68,4.0,abgeschlossen
CLM-001904,CUST-012,2023-10-10,LKW,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,1175.0,1076.81,4.0,abgeschlossen
CLM-001905,CUST-013,2025-11-28,Transporter,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,2063.57,1871.73,1.0,abgeschlossen
CLM-001906,CUST-021,2024-02-29,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,1312.0,1643.51,3.0,abgeschlossen
